Year,Class,Event,Name,School,Mark,Tie
1960,C,Pole Vault,"Holliday, Cook",Wilcox Central,2-Dec,
1960,A,Relay--440yd,,Washington Co.,45.6,
1960,AA,Relay--440yd,,Avondale,45,
1960,AAA,Relay--440yd,,Druid Hills,44,
1960,B,Relay--440yd,,Glennville,46.4,
1960,C,Relay--440yd,,Wrens,47,
1960,A,Relay--Mile,,Dublin,03:39.5,
1960,AA,Relay--Mile,,Avondale,03:31.6,
1960,AAA,Relay--Mile,,Avondale,03:31.6,
1960,B,Relay--Mile,,Glennville,03:42.7,
1960,C,Relay--Mile,,Bryan Co.,03:44.9,
1960,A,Shot Put,"Cochran, Melvin",Milton,46-11.5,
1960,AA,Shot Put,"Langford, Steve",Chamblee,49-11.25,
1960,AAA,Shot Put,"Williams, Johnny",Savannah,54-8,
1960,B,Shot Put,"Turner, Richard",Claxton,43-2,
1960,C,Shot Put,"Griffin, Roy",Hoboken,47-2,
1961,A,100yd Dash,"Kern, Kennan",Statesboro,10.2,
1961,AA,100yd Dash,"Adams, Buster",Rossville,10.1,
1961,AAA,100yd Dash,"Buttrum, Jerry",LaGrange,10.2,
1961,B,100yd Dash,"Nicholls, J.V.",Nahunta,10.2,
1961,C,100yd Dash,"Rentz, Tommy",West Bainbridge,10.4,
1961,A,120yd High Hurdles,"Wetherington, Gary",Lowndes,15.8,
1961,AA,120yd High Hurdles,"Coleman, Robert",Milton,15.2,
1961,AAA,120yd High Hurdles,"Coppage, Taylor",Valdosta,14.8,
1961,B,120yd High Hurdles,"Davis, Jeff",Jefferson,15.6,
1961,C,120yd High Hurdles,"Meadows, Ronald",Edison,15.7,
1961,A,180yd Low Hurdles,"Harden, Mickey",Brooks Co.,21,
1961,AA,180yd Low Hurdles,"Coleman, Robert",Milton,21.2,
1961,AAA,180yd Low Hurdles,"Gatch, David",Savannah,20.5,
1961,B,180yd Low Hurdles,"Davis, Jeff",Jefferson,21.4,
1961,C,180yd Low Hurdles,"Griffin, Avery",Hoboken,21.1,Tie
1961,C,180yd Low Hurdles,"Rooks, Floyd",Macon Co.,21.1,Tie
1961,AAA,2 Mile Run,"Poulas, James",Northside,10:04.3,
1961,A,220yd Dash,"Kern, Kennan",Statesboro,22.1,
1961,AA,220yd Dash,"Adams, Howard",Rossville,22.2,
1961,AAA,220yd Dash,"Buttrum, Jerry",LaGrange,22.2,
1961,B,220yd Dash,"Oliver, Lee",Tucker,23.2,
1961,C,220yd Dash,"Ravers, Hammond",Savannah Country Day,23.5,
1961,A,440yd Dash,"McEachin, Emmet",Central Thomasville,52.3,
1961,AA,440yd Dash,"Cobb, Raymond",Chamblee,50.7,
1961,AAA,440yd Dash,"Sellmer, William",Southwest,49.4,
1961,B,440yd Dash,"Martin, Ronnie",Roswell,53.5,
1961,C,440yd Dash,"McMennamy, John",McEachern,54.6,
1961,A,880yd Run,"Beckham, Kirk",Central Thomasville,02:03.7,
1961,AA,880yd Run,"Kirkland, Talley",Westminster,02:01.5,
1961,AAA,880yd Run,"Durham, Jerry",North Fulton,2:02,
1961,B,880yd Run,"Dodd, Earl",Roswell,02:07.2,
1961,C,880yd Run,"Strange, Eugene",Byron,02:09.7,
1961,A,Discus,"Davis, Ken",Commerce,134-1.5,
1961,AA,Discus,"Murray, Mack",Waycross,143-9.75,
1961,AAA,Discus,"Burriss, George",North Fulton,135-5,
1961,B,Discus,"Rollison, Rembert",Bradwell Inst.,129-8,
1961,C,Discus,"Boyer, Carl",Ga. School for the Deaf,125-1,
1961,A,High Jump,"Hall, J.B.",Brooks Co.,5-11.75,
1961,AA,High Jump,"Blackwood, Robert",Westminster,1-Jun,
1961,AAA,High Jump,"Mason, Charles",Northside,1-Jun,
1961,B,High Jump,"Rabern, Billy",Roswell,10-May,
1961,C,High Jump,"Rogers, Wayne",Wrightsville,6-May,Tie
1961,C,High Jump,"Rogers, Wendell",Wrightsville,6-May,Tie
1961,AAA,Javelin,"Purdy, Gerry",Northside,184-4,
1961,A,Long Jump,"Speck, Bobby",Americus,21-0.75,
1961,AA,Long Jump,"Gainey, Lewis",Cairo,22-5,
1961,AAA,Long Jump,"Baeszler, Marquis",Southwest,21-3.25,
1961,B,Long Jump,"Nicholls, J.V.",Nahunta,21-4.25,
1961,C,Long Jump,"King, Hardy",Harlem,20-8,
1961,A,Mile Run,"Pennington, Bobby",Winder-Barrow,04:45.2,
1961,AA,Mile Run,"Sayer, Avery","Campbell, Fairburn",04:37.7,
1961,AAA,Mile Run,"Townes, Richard",Jenkins,04:38.7,
1961,B,Mile Run,"Thornton, Albert",Clinch Co.,4:40,
1961,C,Mile Run,"Wheeler, Richard",Cave Spring,04:52.1,
1961,A,Pole Vault,"Ferry, Maynard",Gordon Lee,2-Nov,Tie
1961,A,Pole Vault,"Kessler, Ray",Effingham Co.,2-Nov,Tie
1961,AA,Pole Vault,"Chapman, Woody",Cairo,5-Dec,
1961,AAA,Pole Vault,"Rutland, James",Jordan,8-Dec,
1961,B,Pole Vault,"Chancey, Roger",Nahunta,Nov-00,
1961,C,Pole Vault,"Denton, Al",Reynolds,6-Nov,
1961,A,Relay--440yd,,Statesboro,44.8,
1961,AA,Relay--440yd,,Bainbridge,44,
1961,AAA,Relay--440yd,,Southwest,43.8,
1961,B,Relay--440yd,,Roswell,46,
1961,C,Relay--440yd,,Bremen,46.8,
1961,A,Relay--Mile,,Ware Co.,03:34.7,
1961,AA,Relay--Mile,,Sandy Springs,03:30.3,
1961,AAA,Relay--Mile,,Southwest,03:25.7,
1961,B,Relay--Mile,,Perry,3:35,
1961,C,Relay--Mile,,Reynolds,3:42,
1961,A,Shot Put,"Davis, Ken",Commerce,45-6,
1961,AA,Shot Put,"Cochran, Melvin",Milton,54-1.5,
1961,AAA,Shot Put,"Williams, Johnny",Savannah,53-4,
1961,B,Shot Put,"Dumas, Charles",Mary Persons,44-7.75,
1961,C,Shot Put,"Stone, Rudolph",West Bainbridge,48-2.5,
1962,A,100yd Dash,"Kern, Kennan",Statesboro,10,
1962,AA,100yd Dash,"Chambless, Billy",Fitzgerald,10.2,
1962,AAA,100yd Dash,"Manning, Donald",West Fulton,10.1,
1962,B,100yd Dash,"Jacobs, Mike",Perry,10.3,
1962,C,100yd Dash,"Brewer, Jerry",West Bainbridge,10.5,
1962,A,120yd High Hurdles,"Underwood, Johnny",Swainsboro,15.4,
1962,AA,120yd High Hurdles,"Glover, Dana","Campbell, Fairburn",15.1,
1962,AAA,120yd High Hurdles,"Tutterow, Curtis",West Fulton,14.6,
1962,B,120yd High Hurdles,"Johnson, Dowis",Tucker,15.9,
1962,C,120yd High Hurdles,"Meadows, Ronald",Edison,15.2,
1962,A,180yd Low Hurdles,"Brunson, Hoke",Statesboro,20.7,
1962,AA,180yd Low Hurdles,"Ritz, Richard","Campbell, Fairburn",20.3,
1962,AAA,180yd Low Hurdles,"Gatch, David",Savannah,19.5,
1962,B,180yd Low Hurdles,"McWhorter, Billy",Morgan Co.,15.9,
1962,C,180yd Low Hurdles,"Meadows, Ronald",Edison,21,
1962,A,2 Mile Run,"Lord, Kenneth",Commerce,10:44.4,
1962,AA,2 Mile Run,"Smith, Dale",East Rome,10:33.4,
1962,AAA,2 Mile Run,"Storey, David",Southwest,09:56.5,
1962,B,2 Mile Run,"Lord, Junior",Wilkinson Co.,11:10.9,
1962,C,2 Mile Run,"Langston, Billy",Cave Spring,10:54.4,
1962,A,220yd Dash,"Kern, Kennan",Statesboro,22,
1962,AA,220yd Dash,"Adams, Howard",Rossville,21.2,
1962,AAA,220yd Dash,"Sellmer, William",Southwest,22.3,
1962,B,220yd Dash,"Jacobs, Mike",Perry,23.2,
1962,C,220yd Dash,"Ravers, Hammond",Savannah Country Day,23.4,
1962,A,440yd Dash,"McEachin, Emmett",Central Thomasville,51.4,
1962,AA,440yd Dash,"Letchas, Arthur",Milton,51,
1962,AAA,440yd Dash,"Sellmer, William",Southwest,48.3,
1962,B,440yd Dash,"Rush, Lee",Perry,51.8,
1962,C,440yd Dash,"Little, Winford",Putnam Co.,53.7,
1962,A,880yd Run,"Smith, Victor",Lowndes,02:05.5,
1962,AA,880yd Run,"Rozhon, Jeff",Sandy Springs,02:01.3,
1962,AAA,880yd Run,"Limbo, Stephen",Southwest,01:58.9,
1962,B,880yd Run,"Peterson, Edward",Montgomery Co.,02:07.2,
1962,C,880yd Run,"Strange, Buddy",Byron,02:08.2,
1962,A,Discus,"Davis, Ken",Commerce,141-4.5,
1962,AA,Discus,"Cochran, Melvin",Milton,148-2.5,
1962,AAA,Discus,"Huie, David",Baker,152-1.5,
1962,B,Discus,"Pentz, Bobby",Lovett,128-2,
1962,C,Discus,"Melson, Walter",Alexander Stephens Inst.,132-1.5,
1962,A,High Jump,"Taylor, Billy",Central Thomasville,6-0.5,
1962,AA,High Jump,"Cox, Brendel",West Rome,11-May,
1962,AAA,High Jump,"Mason, Charles",Northside,6-5.5,
1962,B,High Jump,"Jones, Jerry",North Cobb,10-May,
1962,C,High Jump,"Tye, Newman",Edison,11-May,
1962,AAA,Javelin,"Murray, Joseph",Northside,181-1,
1962,A,Long Jump,"Yoemans, Tommy",Brooks Co.,21-9.5,
1962,AA,Long Jump,"Gainey, Sidney",Cairo,22-6.5,
1962,AAA,Long Jump,"Baeszler, Marquis",Southwest,21-8.5,
1962,B,Long Jump,"Cooper, Leo",Cuthbert,20-0.5,
1962,C,Long Jump,"King, Hardy",Harlem,20-5.25,
1962,A,Mile Run,"Childre, James",Berry,04:40.6,
1962,AA,Mile Run,"Maxwell, Melvin",Cairo,04:29.6,
1962,AAA,Mile Run,"Daniel, William",Northside,04:34.7,
1962,B,Mile Run,"Mitchell, Ronald",Bowdon,04:43.9,
1962,C,Mile Run,"Bailey, Marshall",Johnson,04:42.6,
1962,A,Pole Vault,"Yoemans, Tommy",Brooks Co.,4-Nov,
1962,AA,Pole Vault,"Weiss, Richard",Westminster,4-Dec,
1962,AAA,Pole Vault,"Fay, Bobby",Druid Hills,3-Dec,
1962,B,Pole Vault,"Jones, Jerry",North Cobb,2-Nov,
1962,C,Pole Vault,"Denton, Al",Reynolds,8-Nov,
1962,A,Relay--440yd,,Statesboro,44.1,
1962,AA,Relay--440yd,,Fitzgerald,44.2,
1962,AAA,Relay--440yd,,Southwest,43.7,
1962,B,Relay--440yd,,Tucker,45.6,
1962,C,Relay--440yd,,McEachern,46.5,
1962,A,Relay--Mile,,St. Pius,03:34.3,
1962,AA,Relay--Mile,,Rossville,03:34.3,
1962,AAA,Relay--Mile,,Baker,03:27.9,
1962,B,Relay--Mile,,Perry,03:32.2,
1962,C,Relay--Mile,,Reynolds,03:35.2,
1962,A,Shot Put,"Dooley, Marshall",Trion,47-2.5,
1962,AA,Shot Put,"Wright, Lamar",Dodge Co.,53-6,
1962,AAA,Shot Put,"Morton, Jimmy",Decatur,57-11.5,
1962,B,Shot Put,"Tucker, Boyce",Perry,49-7.5,
1962,C,Shot Put,"Stone, Rudolph",West Bainbridge,49-7.25,
1963,A,100yd Dash,"Brown, Ronnie",Tucker,23.4,
1963,AA,100yd Dash,"Ritz, Richard","Campbell, Fairburn",10.6,
1963,AAA,100yd Dash,"Guy, Andy",Briarcliff,10.3,
1963,B,100yd Dash,"Ward, Billy",Cuthbert,10.1,
1963,C,100yd Dash,"Harmon, Bobby",Unadilla,10.2,
1963,A,120yd High Hurdles,"Johnson, Dowis",Tucker,16.3,
1963,AA,120yd High Hurdles,"Wetherington, Gary",Lowndes,15.7,
1963,AAA,120yd High Hurdles,"Nesbitt, Raymond",Jenkins,14.6,
1963,B,120yd High Hurdles,"Johnson, Raymond",Turner Co.,15.6,
1963,C,120yd High Hurdles,"Finch, Jimmy",Greensboro,15.5,
1963,A,180yd Low Hurdles,"Johnson, Dowis",Tucker,20,
1963,AA,180yd Low Hurdles,"Ritz, Richard","Campbell, Fairburn",19.4,
1963,AAA,180yd Low Hurdles,"Nesbitt, Raymond",Jenkins,19.2,
1963,B,180yd Low Hurdles,"McWhorter, Billy",Morgan Co.,20.8,
1963,C,180yd Low Hurdles,"Turner, DeWitt",Lincolnton,21.7,
1963,A,2 Mile Run,"Childre, James",Berry,10:46.1,
1963,AA,2 Mile Run,"Posey, Sammy",Cairo,10:34.8,
1963,AAA,2 Mile Run,"Galloway, Jeff",Westminster,09:57.3,
1963,B,2 Mile Run,"Lord, Junior",Wilkinson Co.,10:29.3,
1963,C,2 Mile Run,"Watson, Fred",West Haralson,10:05,
1963,A,220yd Dash,"Brown, Ronnie",Tucker,23.4,
1963,AA,220yd Dash,"Corbitt, Tommy",Coffee Co.,23.2,
1963,AAA,220yd Dash,"Elliott, Tommy",Decatur,22.7,
1963,B,220yd Dash,"Willis, Dan",Thomson,23.1,
1963,C,220yd Dash,"Finch, Jimmy",Greensboro,22.9,
1963,A,440yd Dash,"Benton, Ronald",Central Thomasville,51.2,
1963,AA,440yd Dash,"Swaim, Gary",Dalton,51.3,
1963,AAA,440yd Dash,"Elliott, Tommy",Decatur,49.5,
1963,B,440yd Dash,"Smith, Phil",Terrell Co.,51.9,
1963,C,440yd Dash,"Ray, Peter",Savannah Country Day,52.2,
1963,A,880yd Run,"Akin, Johnny",Carrollton,02:01.8,
1963,AA,880yd Run,"Duncan, Gary",Cairo,02:03.8,
1963,AAA,880yd Run,"Stewart, Jimmy",Gordon,01:58.1,
1963,B,880yd Run,"Mears, Mike",Bradwell Inst.,2:04,
1963,C,880yd Run,"Hayes, George",Adairsville,02:05.5,
1963,A,Discus,"Gilley, Larry",Carrollton,143-8,
1963,AA,Discus,"Stanfill, Bill",Cairo,151-6.5,
1963,AAA,Discus,"Gibson, Dennis",Brown,152-3,
1963,B,Discus,"Dooley, Marshall",Trion,130-1.5,
1963,C,Discus,"Portney, Robert",Savannah Country Day,135-9.5,
1963,A,High Jump,"Oliver, Hugh",Central Thomasville,9-May,
1963,AA,High Jump,"Glover, Dana","Campbell, Fairburn",Jun-00,
1963,AAA,High Jump,"Copeland, Steve",Sylvan,1-Jun,
1963,B,High Jump,"Johnson, Raymond",Turner Co.,5-10.25,
1963,C,High Jump,"Stansell, Jimmy",Johnson,5-11.5,
1963,AAA,Javelin,"Worth, Mike",Druid Hills,179-11,
1963,A,Long Jump,"Love, Roger",Commerce,21-4.5,
1963,AA,Long Jump,"Green, Larry",Cairo,21-5.5,
1963,AAA,Long Jump,"Williams, Johnny",Druid Hills,21-4.5,
1963,B,Long Jump,"Cooper, Leo",Cuthbert,20-5,
1963,C,Long Jump,"Vansant, Trooper",McEachern,20-8,
1963,A,Mile Run,"Childre, James",Berry,04:39.7,
1963,AA,Mile Run,"Duncan, Gary",Cairo,04:38.5,
1963,AAA,Mile Run,"Hall, Roy",Southwest,04:26.7,
1963,B,Mile Run,"Wicht, Jimmy",Lumpkin Co.,04:44.3,
1963,C,Mile Run,"Watson, Fred",West Haralson,04:38.8,
1963,A,Pole Vault,"Hart, Larry",Carrollton,6-Nov,
1963,AA,Pole Vault,"Carr, Hull",Cairo,6-Dec,
1963,AAA,Pole Vault,"Jones, Russell",Northside,8-Dec,
1963,B,Pole Vault,"Chancey, Roger",Nahunta,8-Nov,
1963,C,Pole Vault,"Denton, Al",Reynolds,8-Nov,
1963,A,Relay--440yd,,Tucker,44.5,
1963,AA,Relay--440yd,,Cairo,44.7,
1963,AAA,Relay--440yd,,Baker,43.9,
1963,B,Relay--440yd,,Cuthbert,44.9,
1963,C,Relay--440yd,,Wrightsville,45.8,
1963,A,Relay--Mile,,Carrollton,03:31.2,
1963,AA,Relay--Mile,,St. Pius,03:31.0,
1963,AAA,Relay--Mile,,Baker,03:25.6,
1963,B,Relay--Mile,,Turner Co.,03:35.2,
1963,C,Relay--Mile,,Reynolds,03:37.9,
1963,A,Shot Put,"Gilley, Larry",Carrollton,46-9.25,
1963,AA,Shot Put,"Gammage, Lynn",Cedartown,57-5.75,
1963,AAA,Shot Put,"Crowell, George",Druid Hills,56-7,
1963,B,Shot Put,"Dooley, Marshall",Trion,49-3.75,
1963,C,Shot Put,"Cheek, Billy",Macon Co.,52-2.25,
1964,A,100yd Dash,"Altman, Fella",Thomasville,10.4,
1964,AA,100yd Dash,"Paul, Jerry",South Hall,10.1,
1964,AAA,100yd Dash,"Guy, Andy",Briarcliff,10.2,
1964,B,100yd Dash,"Neal, Jimmy",Morgan Co.,10.4,
1964,C,100yd Dash,"Gunter, Chris",Buford,10.2,
1964,A,120yd High Hurdles,"Hall, Sid",Central Thomasville,15.8,
1964,AA,120yd High Hurdles,"Stegall, Dale",Sandy Springs,15.4,
1964,AAA,120yd High Hurdles,"Pennebaker, John",Druid Hills,14.5,
1964,B,120yd High Hurdles,"Daniel, Charles R.",Clarkston,15.4,
1964,C,120yd High Hurdles,"Hurston, Dwight",Bremen,16.1,
1964,A,180yd Low Hurdles,"Melton, Jack",Tucker,21.7,
1964,AA,180yd Low Hurdles,"Ritz, Richard","Campbell, Fairburn",20.2,
1964,AAA,180yd Low Hurdles,"Pennebaker, John",Druid Hills,20.2,
1964,B,180yd Low Hurdles,"Ortiz, Bobby",St. Joseph,21.1,
1964,C,180yd Low Hurdles,"Hurston, Dwight",Bremen,21.2,
1964,A,2 Mile Run,"Childre, James",Berry,10:22.7,
1964,AA,2 Mile Run,"Brandy, Dennis",LaFayette,10:06.6,
1964,AAA,2 Mile Run,"Kelley, Larry",Griffin,10:10.6,
1964,B,2 Mile Run,"Groce, Earl",Gordon Lee,10:12.6,
1964,C,2 Mile Run,"Hall, Greg",Johnson,10:25.2,
1964,A,220yd Dash,"Brown, Ronnie",Tucker,24.1,
1964,AA,220yd Dash,"Paul, Jerry",South Hall,23.2,
1964,AAA,220yd Dash,"Guy, Andy",Briarcliff,22.5,
1964,B,220yd Dash,"Cooper, Leo",Randolph Co.,22.4,
1964,C,220yd Dash,"Gunter, Chris",Buford,22.8,
1964,A,440yd Dash,"Robson, Joe",Statesboro,52.1,
1964,AA,440yd Dash,"Pelfrey, Jimmy",Chamblee,51.9,
1964,AAA,440yd Dash,"Huff, Charles Edward",Murphy,50.6,
1964,B,440yd Dash,"Evans, Chuck",Hogansville,53.1,
1964,C,440yd Dash,"Little, Winford",Putnam Co.,52.5,
1964,A,880yd Run,"Griffin, Ray",Irwin Co.,02:04.6,
1964,AA,880yd Run,"Patrick, Mike",Winder-Barrow,02:03.7,
1964,AAA,880yd Run,"Edison, Mike",Avondale,1:57,
1964,B,880yd Run,"Mears, Mike",Bradwell Inst.,2:04,
1964,C,880yd Run,"Hayes, George",Adairsville,02:05.9,
1964,A,Discus,"Evans, Wayne",Fitzgerald,133-8,
1964,AA,Discus,"Stanfill, Bill",Cairo,157-9.5,
1964,AAA,Discus,"Rager, Lee Reginal",Northside,162-2.75,
1964,B,Discus,"Ledden, Ronald",Randolph Co.,135-1,
1964,C,Discus,"Plagge, Richard",Pacelli,138-6,
1964,A,High Jump,"Bell, George",Monroe,5-9.25,
1964,AA,High Jump,"Quinn, Larry",Appling Co.,6-1.5,
1964,AAA,High Jump,"Wix, Don",South Cobb,3-Jun,
1964,B,High Jump,"Wilson, Joe",Clarkston,9-May,
1964,C,High Jump,"Mailer, Ashley",Wilcox Central,11-May,
1964,AAA,Javelin,"Gavant, Cary",North Fulton,173-10,
1964,A,Long Jump,"Huff, Larry",Perry,19-8.75,
1964,AA,Long Jump,"Sapp, Dickie",West Rome,21-5.75,
1964,AAA,Long Jump,"Hice, Raymond",Baker,22-0.5,
1964,B,Long Jump,"Cooper, Leo",Randolph Co.,22-4,
1964,C,Long Jump,"Gunter, Chris",Buford,21-3.5,
1964,A,Mile Run,"Childre, James",Berry,04:38.5,
1964,AA,Mile Run,"Black, Tony",Calhoun,04:32.8,
1964,AAA,Mile Run,"Stenberg, Eddie",Baker,04:30.3,
1964,B,Mile Run,"Groce, Earl",Gordon Lee,04:40.2,
1964,C,Mile Run,"Hall, Greg",Johnson,04:40.5,
1964,A,Pole Vault,"Edwards, Franklin",Commerce,Dec-00,
1964,AA,Pole Vault,"Robertson, Ray",Cairo,6-Dec,
1964,AAA,Pole Vault,"Rand, Charles Philip",North Fulton,13-4.75,
1964,B,Pole Vault,"Buffington, Cecil",Jefferson,8-Nov,Tie
1964,B,Pole Vault,"Carmichael, Tommy",Jackson,8-Nov,Tie
1964,C,Pole Vault,"Strickland, Donald",Byran Co.,4-Nov,
1964,A,Relay--440yd,,Thomasville,45.3,
1964,AA,Relay--440yd,,Bainbridge,44.5,
1964,AAA,Relay--440yd,,Baker,44.6,
1964,B,Relay--440yd,,Randolph Co.,45.3,
1964,C,Relay--440yd,,Buford,45.3,
1964,A,Relay--Mile,,Washington Co.,03:37.1,
1964,AA,Relay--Mile,,Headland,3:32,
1964,AAA,Relay--Mile,,Baker,03:24.5,
1964,B,Relay--Mile,,Randolph Co.,03:32.5,
1964,C,Relay--Mile,,Putnam Co.,03:31.5,
1964,A,Shot Put,"Evans, Wayne",Fitzgerald,52-8.75,
1964,AA,Shot Put,"Chandler, Edgar",Cedartown,53-1,
1964,AAA,Shot Put,"Erwin, Barry",Gordon,57-6.5,
1964,B,Shot Put,"Vistart, Rommy",Miller Co.,51.5,
1964,C,Shot Put,"Stephenson, Dill",Ga. School for the Deaf,47-3.5,
1965,A,100yd Dash,"Evans, William",Washington Co.,10.7,
1965,AA,100yd Dash,"Paul, Jerry",South Hall,10.1,
1965,AAA,100yd Dash,"Guy, Andy",Briarcliff,9.9,
1965,B,100yd Dash,"Evans, Chuck",Hogansville,10.4,
1965,C,100yd Dash,"Linch, Arthur",Putnam Co.,10.4,
1965,A,120yd High Hurdles,"Cowan, Ted",Fitzgerald,15.5,
1965,AA,120yd High Hurdles,"Helmer, Percy",North Springs,15.1,
1965,AAA,120yd High Hurdles,"Forrester, Danny",Lanier,15,
1965,B,120yd High Hurdles,"Goddard, Russell",Lithonia,15.6,
1965,C,120yd High Hurdles,"Lovett, Wayne",Wilcox Central,15.8,
1965,A,180yd Low Hurdles,"Dubyak, Mike",St. Joseph,21.3,
1965,AA,180yd Low Hurdles,"Helmer, Percy",North Springs,20.6,
1965,AAA,180yd Low Hurdles,"Forrester, Danny",Lanier,20.8,
1965,B,180yd Low Hurdles,"Hurston, Dwight",Bremen,21.4,
1965,C,180yd Low Hurdles,"Braddock, Edward",Ga. School for the Deaf,21.4,
1965,A,2 Mile Run,"Wolf, John",Milton,,
1965,AA,2 Mile Run,"Posey, Sammy",Cairo,09:47.1,
1965,AAA,2 Mile Run,"Sterzenback, Mark",Baker,10:05.4,
1965,B,2 Mile Run,"Groce, Earl",Gordon Lee,10:14.0,
1965,C,2 Mile Run,"Hall, Greg",Johnson,10:18.9,
1965,A,220yd Dash,"Odom, Dan",St. Joseph,23.4,
1965,AA,220yd Dash,"Paul, Jerry",South Hall,23.1,
1965,AAA,220yd Dash,"Chandler, Dickie",Cedartown,22.6,
1965,B,220yd Dash,"Evans, Chuck",Hogansville,23,
1965,C,220yd Dash,"Linch, Arthur",Putnam Co.,23.6,
1965,A,440yd Dash,"Brinson, Charles",Central Thomasville,52.1,
1965,AA,440yd Dash,"Hicks, Tom",Sandy Springs,52.7,
1965,AAA,440yd Dash,"Lane, Harold",Baker,50.7,
1965,B,440yd Dash,"Griffin, Ray",Irwin Co.,51.9,
1965,C,440yd Dash,"Bentley, Danny",Yatesville,52.2,
1965,A,880yd Run,"Johnson, Mike",Norcross,02:03.9,
1965,AA,880yd Run,"Head, Brian",Sandy Springs,01:59.8,
1965,AAA,880yd Run,"Purvis, Chris",Briarcliff,01:57.7,
1965,B,880yd Run,"Hartline, Billy",Trion,02:03.9,
1965,C,880yd Run,"Quinn, Wayne",Arlington,02:04.6,
1965,A,Discus,"Munn, John",Carrollton,139-1.75,
1965,AA,Discus,"Stanfill, Bill",Cairo,154-8.5,
1965,AAA,Discus,"Rager, Les",Northside,171-0.5,
1965,B,Discus,"Slaughter, tom",Gordon Military College,133-4,
1965,C,Discus,"Greene, William",Doerun,139-7,
1965,A,High Jump,"Bell, George",Monroe,Jun-00,
1965,AA,High Jump,"Hardy, Alex",Dodge Co.,1-Jun,
1965,AAA,High Jump,"Mahaffey, Richie",LaGrange,Jun-00,
1965,B,High Jump,"Houston, Jerry",Blakely,10-May,
1965,C,High Jump,"Davis, Craig",Screven,10-May,
1965,AAA,Javelin,"Faulkner, Ronnie",Druid Hills,186-4,
1965,A,Long Jump,"Miller, Larry",Central Thomasville,21-11.25,
1965,AA,Long Jump,"Paul, Jerry",South Hall,21-11.5,
1965,AAA,Long Jump,"Wendling, George",North Fulton,22-6.5,
1965,B,Long Jump,"Gaissert, Elwin",Roswell,20-11,
1965,C,Long Jump,"Starling, Billy",Randolph Co.,20-3.75,
1965,A,Mile Run,"Wolf, John",Milton,04:32.6,
1965,AA,Mile Run,"Posey, Sammy",Cairo,04:27.8,
1965,AAA,Mile Run,"Purvis, Chris",Briarcliff,4:28,
1965,B,Mile Run,"Groce, Earl",Gordon Lee,4:37,
1965,C,Mile Run,"Hall, Greg",Johnson,04:31.5,
1965,A,Pole Vault,"Hicks, Alvin",Central Thomasville,1-Dec,
1965,AA,Pole Vault,"Sutton, Sammy",College Park,13-0,
1965,AAA,Pole Vault,"Branch, Eddie",Briarcliff,13-10,
1965,B,Pole Vault,"Bowers, Roland",Trion,8-Nov,
1965,C,Pole Vault,"Walker, Nick",Randolph Co.,12-10.5,
1965,A,Relay--440yd,,Central Thomasville,45,
1965,AA,Relay--440yd,,North Springs,44.9,
1965,AAA,Relay--440yd,,Briarcliff,43.7,
1965,B,Relay--440yd,,Wilkinson Co.,45.2,
1965,C,Relay--440yd,,Darien,46.1,
1965,A,Relay--Mile,,St. Joseph,03:30.0,
1965,AA,Relay--Mile,,Sandy Springs,03:30.4,
1965,AAA,Relay--Mile,,Baker,3:25,
1965,B,Relay--Mile,,Trion,03:32.5,
1965,C,Relay--Mile,,Doerun,03:37.2,
1965,A,Shot Put,"Kilgore, Mike",Carrollton,49-3.5,
1965,AA,Shot Put,"Stanfill, Bill",Cairo,50-7.75,
1965,AAA,Shot Put,"Kell, Chip",Avondale,57-11,
1965,B,Shot Put,"Scott, Danny",Reidsville,48-1,
1965,C,Shot Put,"Cooper, Johnny",Doerun,47-0.5,
1965,AAA,Triple Jump,"Chalmers, Rives",Westminster,42-6.75,
1966,A,100yd Dash,"Wester, Jerry",North Cobb,10,
1966,AA,100yd Dash,"Jonson, Theo",Cairo,10.6,
1966,AAA,100yd Dash,"Chandler, Dickie",Cedartown,10.4,
1966,B,100yd Dash,"Clark, Wallace",Trion,10.3,
1966,C,100yd Dash,"Grantham, Doyle",Doerun,10.5,
1966,A,120yd High Hurdles,"Lanigan, Bernard",Central Thomasville,15.7,
1966,AA,120yd High Hurdles,"Helmer, Percy",North Springs,15.5,
1966,AAA,120yd High Hurdles,"Pennebaker, Boma",Druid Hills,15.4,
1966,B,120yd High Hurdles,"Raine, Johnny",Lovett,15.7,
1966,C,120yd High Hurdles,"Price, Thomas",Louisville,16.2,
1966,A,180yd Low Hurdles,"Lanigan, Bernard",Central Thomasville,20.8,
1966,AA,180yd Low Hurdles,"Vaughan, Bobby",South Hall,22.1,
1966,AAA,180yd Low Hurdles,"Atkinson, Sandy",Marist,21.3,
1966,B,180yd Low Hurdles,"Raine, Johnny",Lovett,21.7,
1966,C,180yd Low Hurdles,"Braddock, Edward",Ga. School for the Deaf,21.4,
1966,A,2 Mile Run,"Wolf, John",Milton,9:50,
1966,AA,2 Mile Run,"Cook, Mike",Cairo,10:19.5,
1966,AAA,2 Mile Run,"Moore, David",Baker,10:27.1,
1966,B,2 Mile Run,"Gardner, Tommy",Trion,10:37.6,
1966,C,2 Mile Run,"Britt, Buddy",Crawford Co.,09:52.5,
1966,A,220yd Dash,"Odom, Dan",St. Joseph,22.6,
